House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
46,Mitchell Light,Christine,Griffiths,13,Neice,NA,Female,Student,None,NA
46,Mitchell Light,Emily,Griffiths,9,Neice,NA,Female,Student,None,NA
47,Mitchell Light,Patricia,Smith,34,Head,Single,Female,Unemployed,None,Christian
47,Mitchell Light,Sylvia,Day,29,Lodger,Single,Female,Research scientist (medical),None,Sikh
47,Mitchell Light,David,Brown,62,Lodger,Single,Male,"Psychologist, occupational",None,Christian
48,Mitchell Light,Liam,Taylor,63,Head,Divorced,Male,Financial adviser,None,Christian
48,Mitchell Light,Andrew,Taylor,16,Grandson,NA,Male,Student,None,NA
48,Mitchell Light,Henry,Taylor,14,Grandson,NA,Male,Student,Physical Disability,NA
49,Mitchell Light,Ashleigh,Cook,46,Head,Single,Female,Ceramics designer,None,None
49,Mitchell Light,Lawrence,Cook,18,Son,Divorced,Male,Student,None,None
49,Mitchell Light,Reece,Cook,17,Son,NA,Male,Student,None,NA
50,Mitchell Light,Timothy,Robinson,39,Head,Single,Male,"Solicitor, Scotland",None,Methodist
51,Mitchell Light,Rachel,Phillips,50,Head,Divorced,Female,Unemployed,None,None
51,Mitchell Light,Barry,Jones-Phillips,13,Son,NA,Male,Student,None,NA
51,Mitchell Light,Reece,Jones-Phillips,12,Son,NA,Male,Student,None,NA
52,Mitchell Light,Frances,Palmer,43,Head,Married,Female,Plant breeder/geneticist,None,None
52,Mitchell Light,Gordon,Palmer,42,Husband,Married,Male,Electrical engineer,None,None
52,Mitchell Light,Donna,Palmer,17,Daughter,NA,Female,Student,None,NA
53,Mitchell Light,Francesca,Harrison,36,Head,Married,Female,Analytical chemist,None,Catholic
53,Mitchell Light,Julian,Harrison,38,Husband,Married,Male,Financial manager,None,Catholic
53,Mitchell Light,Rachael,Wilkins,40,Lodger,Divorced,Female,Retail buyer,None,Catholic
54,Mitchell Light,Lauren,Murray,43,Head,Married,Female,Museum/gallery conservator,None,None
54,Mitchell Light,Conor,Murray,44,Husband,Married,Male,Fashion designer,None,None
54,Mitchell Light,Toby,Murray,15,Son,NA,Male,Student,None,NA
55,Mitchell Light,Jeremy,Collins,47,Head,Married,Male,Film/video editor,None,Catholic
55,Mitchell Light,Eileen,Collins,44,Wife,Married,Female,Manufacturing systems engineer,None,None
55,Mitchell Light,Connor,Collins,17,Son,NA,Male,Student,None,NA
56,Mitchell Light,Roy,Ward,27,Head,Single,Male,Energy manager,None,None
57,Mitchell Light,Lewis,Doyle,38,Head,Single,Male,Unemployed,None,None
57,Mitchell Light,Leonard,Doyle,7,Son,NA,Male,Student,None,NA
57,Mitchell Light,Leslie,Doyle,3,Son,NA,Male,Child,None,NA
1,Candlestick Locks,Richard,Jones,27,Head,Single,Male,Comptroller,None,None
2,Candlestick Locks,Katherine,Murphy,39,Head,Married,Female,Hospital pharmacist,None,Christian
2,Candlestick Locks,Jay,Murphy,40,Husband,Married,Male,Ophthalmologist,None,Christian
2,Candlestick Locks,James,Cartwright,9,Nephew,NA,Male,Student,None,NA
3,Candlestick Locks,Damian,Reid,25,Head,Single,Male,Nature conservation officer,None,None
3,Candlestick Locks,Olivia,Bray,20,Partner,Single,Female,University Student,None,None
4,Candlestick Locks,Guy,Smith,41,Head,Divorced,Male,Art therapist,None,None
5,Candlestick Locks,Eleanor,Taylor,22,Head,Single,Female,University Student,None,None
5,Candlestick Locks,Jacqueline,Lord,18,None,Single,Female,University Student,None,Christian
5,Candlestick Locks,Dean,Roberts,22,None,Single,Male,University Student,None,Catholic
6,Candlestick Locks,Sophie,Johnson,89,Head,Widowed,Female,"Retired Research officer, political party",Unknown Infection,Catholic
7,Candlestick Locks,Laura,Hayward,55,Head,Married,Female,Sub,None,None
7,Candlestick Locks,Benjamin,Hayward,57,Husband,Married,Male,"Surveyor, quantity",None,None
8,Candlestick Locks,Gavin,Woods,57,Head,Single,Male,"Horticulturist, commercial",None,Christian
8,Candlestick Locks,Lynda,Williams,39,None,Single,Female,"Psychologist, prison and probation services",None,None
9,Candlestick Locks,Gemma,Davidson,24,Head,Divorced,Female,"Teacher, primary school",None,None
10,Candlestick Locks,Jacqueline,Roberts,39,Head,Divorced,F,Camera operator,None,Christian
10,Candlestick Locks,Helen,Roberts,3,Daughter,NA,Female,Child,None,NA
11,Candlestick Locks,Janice,Allen,58,Head,Divorced,Female,Trading standards officer,None,Christian
11,Candlestick Locks,Steven,Allen,36,Son,Single,Male,Games developer,None,Christian
12,Candlestick Locks,Richard,Curtis,85,Head,Widowed,Male,Retired Estate agent,None,Catholic
13,Candlestick Locks,Adrian,Bell,44,Head,Single,Male,"Teacher, adult education",None,None
14,Candlestick Locks,Oliver,Whitehead,35,Head,Single,Male,Emergency planning/management officer,None,Catholic
15,Candlestick Locks,Rachael,Taylor,43,Head,Single,Female,Occupational therapist,None,None
16,Candlestick Locks,Sally,Cunningham,46,Head,Single,Female,Media buyer,None,None
16,Candlestick Locks,Aaron,Cunningham,5,Son,NA,Male,Student,None,NA
17,Candlestick Locks,Amber,Brooks,53,Head,Single,Female,Unemployed,None,Christian
17,Candlestick Locks,Hollie,Williams,63,None,Single,Female,"Embryologist, clinical",None,None
18,Candlestick Locks,Joan,Jones,62,Head,M,Female,Information officer,None,Catholic
18,Candlestick Locks,Jay,Jones,61,Husband,Married,Male,Unemployed,None,Catholic
19,Candlestick Locks,Francesca,Cooke,21,Head,Single,Female,University Student,None,Christian
19,Candlestick Locks,Robin,Stokes,19,None,Single,Male,University Student,None,Methodist
20,Candlestick Locks,Kirsty,Joyce,66,Head,W,Female,Pharmacologist,None,Christian
21,Candlestick Locks,Chelsea,Nicholls,68,Head,Widowed,Female,"Retired Engineer, chemical",None,Christian
22,Candlestick Locks,Geoffrey,Dale,42,Head,Single,Male,Environmental manager,None,Christian
23,Candlestick Locks,Jean,Bull,23,Head,Divorced,Female,International aid/development worker,None,None
24,Candlestick Locks,Diane,Randall,80,Head,Widowed,Female,"Retired Psychologist, occupational",None,None
25,Candlestick Locks,Christine,Thompson,43,Head,Single,Female,Records manager,None,None
26,Candlestick Locks,Dominic,Harper,65,Head,Widowed,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
27,Candlestick Locks,Jasmine,Scott,65,Head,Single,Female,Broadcast presenter,None,Christian
28,Candlestick Locks,Shane,Jones,30,Head,Single,Male,Neurosurgeon,None,None
28,Candlestick Locks,Kayleigh,Evans,31,Partner,Single,Female,Product manager,None,None
29,Candlestick Locks,Lindsey,Marshall,43,Head,Divorced,Female,Unemployed,None,Christian
29,Candlestick Locks,Sian,Marshall,11,Daughter,NA,Female,Student,None,NA
30,Candlestick Locks,Nathan,Whittaker,59,Head,Married,Male,Early years teacher,None,Methodist
30,Candlestick Locks,Catherine,Whittaker,57,Wife,Married,Female,Land/geomatics surveyor,None,Methodist
31,Candlestick Locks,Iain,Jones,50,Head,Single,Male,Product designer,None,Catholic
32,Candlestick Locks,Gail,Bentley,22,Head,Married,Female,University Student,None,None
32,Candlestick Locks,Adam,Bentley,23,Husband,Married,Male,"Engineer, maintenance",None,None
32,Candlestick Locks,William,Evans,36,Lodger,Single,Male,Photographer,None,None
33,Candlestick Locks,Sam,Scott,51,Head,Divorced,Male,Unemployed,None,Christian
34,Candlestick Locks,Geoffrey,Bevan,45,Head,Single,Male,Health physicist,None,Christian
34,Candlestick Locks,Mary,Harper,44,Partner,Single,Female,Trade union research officer,None,None
35,Candlestick Locks,Zoe,James,74,Head,Widowed,Female,Retired Occupational psychologist,None,Methodist
36,Candlestick Locks,Lauren,Fitzgerald,73,Head,Widowed,Female,Retired Seismic interpreter,None,Methodist
37,Candlestick Locks,Brenda,Thornton,26,Head,Married,Female,"Civil engineer, consulting",None,Catholic
37,Candlestick Locks,Robert,Thornton,31,Husband,Married,Male,Unemployed,None,None
38,Candlestick Locks,Teresa,Sullivan,45,Head,Divorced,Female,Careers information officer,None,Catholic
39,Candlestick Locks,Nigel,Smith,26,Head,Single,Male,"Therapist, nutritional",None,Sikh
40,Candlestick Locks,Bradley,Thompson,30,Head,Married,Male,"Restaurant manager, fast food",None,None
40,Candlestick Locks,Marian,Thompson,29,Wife,Married,Female,Charity officer,None,None
41,Candlestick Locks,Kenneth,Chapman,57,Head,Married,Male,Private music teacher,None,Methodist
41,Candlestick Locks,Amanda,Chapman,52,Wife,Married,Female,Occupational psychologist,None,None
42,Candlestick Locks,Samantha,Sharpe,48,Head,Single,Female,Housing manager/officer,None,Catholic
42,Candlestick Locks,Brandon,Jenkins,33,None,Single,Male,"Designer, interior/spatial",None,None
42,Candlestick Locks,Shaun,O'Sullivan,20,None,Single,Male,University Student, ,None
43,Candlestick Locks,Brian,Kaur,25,Head,Divorced,Male,Civil Service fast streamer,None,None
44,Candlestick Locks,Lauren,Whitehouse,19,Head,Single,Female,University Student,None,None
45,Candlestick Locks,Marion,Morris,22,Head,Divorced,Female,University Student,None,Methodist
46,Candlestick Locks,Hollie,Porter,67,Head,Divorced,Female,Toxicologist,None,Christian
46,Candlestick Locks,Catherine,Porter,14,Granddaughter,NA,Female,Student,None,NA
47,Candlestick Locks,Martyn,Roberts,41,Head,Married,Male,Unemployed,None,None
47,Candlestick Locks,Georgina,Roberts,44,Wife,Married,Female,Call centre manager,None,None
47,Candlestick Locks,Andrew,Roberts,17,Son,NA,Male,Student,None,NA
48,Candlestick Locks,Diane,Cooper,62,Head,Married,Female,Multimedia specialist,None,Christian
48,Candlestick Locks,Ashley,Cooper,65,Husband,Married,Male,Unemployed,None,None
48,Candlestick Locks,Frank,Cooper,35,Son,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
49,Candlestick Locks,Amy,Fox,27,Head,Single,Female,Best boy,None,Christian
50,Candlestick Locks,Jane,Wilkinson,54,Head,Single,Female,"Development worker, community",None,Christian
50,Candlestick Locks,Robert,Jackson,24,None,Single,Male,Unemployed,None,None
50,Candlestick Locks,Lee,Taylor,60,None,Divorced,Male,Systems developer,None,None
51,Candlestick Locks,Hayley,Little,35,Head,Married,Female,Geochemist,None,None
51,Candlestick Locks,Bryan,Little,41,Husband,Married,Male,"Optician, dispensing",None,None
52,Candlestick Locks,Joyce,Newman,31,Head,Single,Female,Music therapist,None,Catholic
52,Candlestick Locks,Susan,Newman,7,Daughter,NA,Female,Student,None,NA
52,Candlestick Locks,Marcus,Newman,3,Son,NA,Male,Child,None,NA
53,Candlestick Locks,Lynne,Smith,59,Head,Married,Female,Electrical engineer,None,Christian
53,Candlestick Locks,Jack,Smith,64,Husband,Married,Male,"Teacher, special educational needs",None,Christian
53,Candlestick Locks,Fiona,Smith,26,Daughter,Divorced,Female,"Civil engineer, contracting",None,Christian
54,Candlestick Locks,Antony,Bentley,21,Head,Single,Male,University Student,None,Christian
55,Candlestick Locks,Alexander,Hutchinson,28,Head,Single,Male,Farm manager,None,None
56,Candlestick Locks,Norman,Wilson,51,Head,Single,Male,Physiotherapist,None,Christian
57,Candlestick Locks,Guy,Davis,33,Head,Single,Male,Educational psychologist,None,Methodist
58,Candlestick Locks,Clive,Mills,43,Head,Married,Male,Event organiser,None,None
58,Candlestick Locks,Caroline,Mills,39,Wife,Married,Female,"Engineer, manufacturing systems",None,None
59,Candlestick Locks,Simon,Whitehouse,21,Head,Single,Male,University Student,None,None
59,Candlestick Locks,Eileen,Goodwin,18,None,Single,Female,University Student,None,Christian
60,Candlestick Locks,Declan,Wyatt,44,Head,Married,Male,Field seismologist,None,None
60,Candlestick Locks,Gail,Wyatt,44,Wife,Married,Female,"Engineer, energy",None,Methodist
60,Candlestick Locks,Sharon,Wyatt,3,Daughter,NA,Female,Child,None,NA
60,Candlestick Locks,Joan,Wyatt,0,Daughter,NA,Female,Child,None,NA
61,Candlestick Locks,Kathryn,Webb,18,Head,Single,Female,Student,None,NA
61,Candlestick Locks,Mark,Kelly,24,Partner,Single,Male,Unemployed,None,NA
62,Candlestick Locks,Charlene,Holmes,37,Head,Married,Female,Air broker,None,Catholic
62,Candlestick Locks,Mohammed,Holmes,39,Husband,Married,Male,Unemployed,None,Catholic
63,Candlestick Locks,Rosie,Wilson,74,Head,Widowed,Female,Retired Stage manager,None,None
64,Candlestick Locks,Victoria,Bowen,40,Head,Single,Female,"Production assistant, radio",None,Catholic
64,Candlestick Locks,Jessica,Bowen,6,Daughter,NA,Female,Student,None,NA
65,Candlestick Locks,Joyce,Wilson,77,Head,Widowed,Female,Retired Patent examiner,None,Christian
66,Candlestick Locks,Kevin,Abbott,66,Head,Single,Male,Health service manager,None,Christian
67,Candlestick Locks,Tina,Kay,52,Head,Single,Female,Patent attorney,Physical Disability,Christian
67,Candlestick Locks,Josephine,Smith,20,None,Single,Female,University Student,None,None
67,Candlestick Locks,Francesca,Johnson,37,None,Single,Female,Chief of Staff,None,Methodist
67,Candlestick Locks,Clifford,Johnson,43,None,Single,Male,IT sales professional,None,Christian
68,Candlestick Locks,John,Barker,37,Head,Single,Male,Armed forces training and education officer,None,Methodist
69,Candlestick Locks,Kelly,Smith,59,Head,Married,Female,"Designer, textile",None,Christian
69,Candlestick Locks,Harry,Smith,57,Husband,Married,Male,"Designer, exhibition/display",None,Christian
69,Candlestick Locks,Duncan,Smith,40,Son,Single,Male,Event organiser,None,Christian
69,Candlestick Locks,Shane,Smith,37,Son,Divorced,Male,Unemployed,None,None
70,Candlestick Locks,Alexandra,Shepherd,44,Head,Married,Female,Dispensing optician,None,Christian
70,Candlestick Locks,Nigel,Shepherd,45,Husband,Married,Male,Fast food restaurant manager,None,Christian
71,Candlestick Locks,Joseph,Kirk,54,Head,Single,Male,Medical sales representative,None,None
72,Candlestick Locks,Helen,Smith,53,Head,Single,Female,Medical physicist,None,None
73,Candlestick Locks,Denis,Gardner,37,Head,Single,Male,"Engineer, control and instrumentation",None,Christian
74,Candlestick Locks,Guy,Marshall,40,Head,Married,Male,Clinical psychologist,None,None
74,Candlestick Locks,Susan,Marshall,38,Wife,Married,Female,Records manager,None,None
74,Candlestick Locks,Paige,Marshall,17,Daughter,NA,Female,Student,None,NA
75,Candlestick Locks,Rosie,O'Connor,41,Head,Married,Female,"Surveyor, planning and development",None,None
75,Candlestick Locks,George,O'Connor,41,Husband,Married,Male,Quarry manager,None,None
75,Candlestick Locks,Helen,O'Connor,18,Daughter,Single,Female,Student,None,None
76,Candlestick Locks,George,Bibi,67,Head,Divorced,Male,Banker,None,None
77,Candlestick Locks,Jennifer,Evans,30,Head,Single,Female,"Teacher, early years/pre",None,None
78,Candlestick Locks,Hugh,Lee,46,Head,Married,Male,"Doctor, hospital",None,None
78,Candlestick Locks,Sylvia,Lee,47,Wife,Married,Female,Records manager,None,None
78,Candlestick Locks,Nicole,Lee,17,Daughter,NA,Female,Student,None,NA
79,Candlestick Locks,Charlotte,Winter,77,Head,Widowed,Female,"Retired Nurse, mental health",None,None
79,Candlestick Locks,Shirley,Morris-Winter,36,Daughter,Single,Female,Warehouse manager,None,None
79,Candlestick Locks,Kyle,Morris-Winter,34,Son,Single,Male,"Therapist, drama",None,None
80,Candlestick Locks,Francesca,Sutton,35,Head,Married,Female,Chief Operating Officer,None,None
80,Candlestick Locks,Craig,Sutton,39,Husband,Married,Male,Petroleum engineer,None,None
81,Candlestick Locks,Katherine,Kelly,65,Head,Divorced,Female,"Exhibitions officer, museum/gallery",None,Methodist
82,Candlestick Locks,Jenna,Barker,56,Head,Single,Female,Unemployed,None,Catholic
82,Candlestick Locks,Reece,Mann,57,Partner,Single,Male,Forest/woodland manager,None,None
83,Candlestick Locks,Catherine,Patel,27,Head,Single,Female,Musician,Disabled,None
84,Candlestick Locks,Victor,Williams,41,Head,Single,Male,"Engineer, water",None,Methodist
85,Candlestick Locks,Leah,Barrett,56,Head,Divorced,Female,Paramedic,None,Methodist
85,Candlestick Locks,Gerald,Barrett,21,Son,Single,Male,University Student,None,Methodist
85,Candlestick Locks,Joshua,Barrett,18,Son,Single,Male,Student,None,Methodist
86,Candlestick Locks,Joan,Holt,52,Head,Single,Female,Ecologist,None,None
87,Candlestick Locks,Adam,Cross,63,Head,Married,Male,Purchasing manager,None,None
87,Candlestick Locks,Melanie,Cross,61,Wife,Married,Female,Sports administrator,None,None
88,Candlestick Locks,Lauren,Brown,66,Head,Divorced,Female,Psychiatrist,None,None
89,Candlestick Locks,Olivia,Harrison,73,Head,Single,Female,Retired Youth worker,None,Christian
90,Candlestick Locks,Timothy,Richards,52,Head,Single,Male,"Surveyor, mining",None,Christian
91,Candlestick Locks,Eileen,Robinson,64,Head,Married,Female,Phytotherapist,None,Methodist
91,Candlestick Locks,Jason,Robinson,66,Husband,Married,Male,Animal nutritionist,None,Methodist
92,Candlestick Locks,Francis,Cook,53,Head,Single,Male,"Therapist, horticultural",None,Christian
92,Candlestick Locks,Heather,Wright,19,None,Single,Female,University Student,None,Christian
93,Candlestick Locks,Marion,Hewitt,41,Head,Married,Female,"Accountant, chartered public finance",None,Christian
93,Candlestick Locks,Gary,Hewitt,43,Husband,Married,Male,"Investment banker, operational",None,Christian
93,Candlestick Locks,Jeremy,Hewitt,6,Son,NA,Male,Student,None,NA
94,Candlestick Locks,Wayne,Thomas,74,Head,Widowed,Male,"Retired Teacher, special educational needs",None,Catholic
95,Candlestick Locks,Beverley,Lewis,54,Head,Married,Female,Horticultural consultant,None,None
95,Candlestick Locks,Karl,Lewis,54,Husband,Married,Male,Clinical biochemist,None,None
95,Candlestick Locks,Debra,Lewis,14,Daughter,NA,Female,Student,None,NA
